complaint_id,complaint_text,category
1252,Bus was overcrowded at 8 AM. This is unacceptable.,Overcrowding
1253,No space to stand properly in the evening near Kandy. Very disappointed.,Overcrowding
1254,Bus was overcrowded today at the bus stand. Please take action.,Overcrowding
1255,No space to stand properly this morning. This is unacceptable.,Overcrowding
1256,No space to stand properly last night near Pettah. Very disappointed.,Overcrowding
1257,Bus was overcrowded around 5 PM near Kandy. This is unacceptable.,Overcrowding
1258,Very crowded during peak hours in the evening near Colombo. Very disappointed.,Overcrowding
1259,Too many passengers inside the bus this morning near Colombo. Very disappointed.,Overcrowding
1260,Bus was overcrowded this morning at the bus stand. Very disappointed.,Overcrowding
1261,Too many passengers inside the bus around 5 PM. This is unacceptable.,Overcrowding
1262,No space to stand properly today near Pettah. This is unacceptable.,Overcrowding
1263,Bus was overcrowded at 8 AM near Kandy. Kindly look into this issue.,Overcrowding
1264,Too many passengers inside the bus at 8 AM on Galle Road. Very disappointed.,Overcrowding
1265,Passengers were packed tightly today near Kandy. This is unacceptable.,Overcrowding
1266,Very crowded during peak hours last night on Galle Road. Please take action.,Overcrowding
1267,Passengers were packed tightly during peak hours at the bus stand,Overcrowding
1268,Too many passengers inside the bus near Colombo. Very disappointed.,Overcrowding
1269,Bus was overcrowded last night near Pettah. Very disappointed.,Overcrowding
1270,Passengers were packed tightly last night on Galle Road. Please take action.,Overcrowding
1271,Bus was overcrowded at 8 AM near Colombo. Very disappointed.,Overcrowding
1272,No space to stand properly in the evening near Pettah. Please take action.,Overcrowding
1273,Very crowded during peak hours last night at the bus stand. Kindly look into this issue.,Overcrowding
1274,Very crowded during peak hours around 5 PM at the bus stand. Very disappointed.,Overcrowding
1275,No space to stand properly during peak hours. Kindly look into this issue.,Overcrowding
1276,Bus was overcrowded at 8 AM at the bus stand,Overcrowding
1277,Passengers were packed tightly around 5 PM near Pettah,Overcrowding
1278,Passengers were packed tightly near Pettah. This is unacceptable.,Overcrowding
1279,No space to stand properly today on Galle Road. Very disappointed.,Overcrowding
1280,Too many passengers inside the bus in the evening on Galle Road. Kindly look into this issue.,Overcrowding
1281,Very crowded during peak hours on Galle Road. Kindly look into this issue.,Overcrowding
1282,Bus was overcrowded during peak hours near Colombo. Please take action.,Overcrowding
1283,Very crowded during peak hours at 8 AM at the bus stand,Overcrowding
1284,Bus was overcrowded around 5 PM on Galle Road. Please take action.,Overcrowding
1285,Bus was overcrowded during peak hours on Galle Road. Very disappointed.,Overcrowding
1286,Bus was overcrowded in the evening at the bus stand,Overcrowding
1287,Bus was overcrowded during peak hours near Pettah,Overcrowding
1288,Bus was overcrowded at the bus stand. Please take action.,Overcrowding
1289,Passengers were packed tightly at 8 AM near Colombo. Very disappointed.,Overcrowding
1290,Passengers were packed tightly at 8 AM near Pettah. Kindly look into this issue.,Overcrowding
1291,Too many passengers inside the bus at 8 AM near Kandy. Please take action.,Overcrowding
1292,Too many passengers inside the bus at 8 AM. Kindly look into this issue.,Overcrowding
1293,Very crowded during peak hours during peak hours at the bus stand. Kindly look into this issue.,Overcrowding
1294,No space to stand properly during peak hours. This is unacceptable.,Overcrowding
1295,Passengers were packed tightly during peak hours on Galle Road. Kindly look into this issue.,Overcrowding
1296,Very crowded during peak hours this morning on Galle Road,Overcrowding
1297,Very crowded during peak hours at 8 AM near Colombo,Overcrowding
1298,Passengers were packed tightly around 5 PM on Galle Road,Overcrowding
1299,Passengers were packed tightly around 5 PM near Colombo,Overcrowding
1300,No space to stand properly today near Pettah. Very disappointed.,Overcrowding
1301,No space to stand properly on Galle Road. Very disappointed.,Overcrowding
1302,Passengers were packed tightly this morning near Pettah. Kindly look into this issue.,Overcrowding
1303,Passengers were packed tightly last night near Pettah. This is unacceptable.,Overcrowding
1304,Very crowded during peak hours in the evening on Galle Road,Overcrowding
1305,Very crowded during peak hours this morning on Galle Road,Overcrowding
1306,No space to stand properly today near Pettah. This is unacceptable.,Overcrowding
1307,Passengers were packed tightly during peak hours near Pettah. This is unacceptable.,Overcrowding
1308,Very crowded during peak hours today near Kandy. Kindly look into this issue.,Overcrowding
1309,Very crowded during peak hours last night near Kandy. Kindly look into this issue.,Overcrowding
1310,Bus was overcrowded today near Pettah,Overcrowding
1311,Passengers were packed tightly during peak hours on Galle Road,Overcrowding
1312,No space to stand properly around 5 PM near Colombo. Very disappointed.,Overcrowding
1313,Passengers were packed tightly this morning. Please take action.,Overcrowding
1314,Passengers were packed tightly today,Overcrowding
1315,Bus was overcrowded last night on Galle Road. Kindly look into this issue.,Overcrowding
1316,Bus was overcrowded last night near Pettah. Very disappointed.,Overcrowding
1317,Very crowded during peak hours at 8 AM. Kindly look into this issue.,Overcrowding
1318,Too many passengers inside the bus around 5 PM at the bus stand. Very disappointed.,Overcrowding
1319,Bus was overcrowded this morning. This is unacceptable.,Overcrowding
1320,No space to stand properly today on Galle Road. Very disappointed.,Overcrowding
1321,Too many passengers inside the bus this morning on Galle Road. Very disappointed.,Overcrowding
1322,Bus was overcrowded today on Galle Road. Please take action.,Overcrowding
1323,Passengers were packed tightly last night near Pettah. This is unacceptable.,Overcrowding
1324,Very crowded during peak hours at 8 AM on Galle Road. Very disappointed.,Overcrowding
1325,Very crowded during peak hours in the evening on Galle Road,Overcrowding
1326,Bus was overcrowded today,Overcrowding
1327,Too many passengers inside the bus at 8 AM at the bus stand. Very disappointed.,Overcrowding
1328,Too many passengers inside the bus at 8 AM at the bus stand. Please take action.,Overcrowding
1329,Very crowded during peak hours in the evening near Colombo. Kindly look into this issue.,Overcrowding
1330,Passengers were packed tightly around 5 PM at the bus stand. Very disappointed.,Overcrowding
1331,No space to stand properly on Galle Road,Overcrowding
1332,Bus was overcrowded this morning at the bus stand. Kindly look into this issue.,Overcrowding
1333,Passengers were packed tightly around 5 PM near Colombo. Please take action.,Overcrowding
1334,Passengers were packed tightly today on Galle Road,Overcrowding
1335,No space to stand properly today near Kandy. Kindly look into this issue.,Overcrowding
1336,Passengers were packed tightly at 8 AM at the bus stand. Please take action.,Overcrowding
1337,No space to stand properly last night near Colombo. Kindly look into this issue.,Overcrowding
1338,Very crowded during peak hours last night near Pettah,Overcrowding
1339,Very crowded during peak hours at 8 AM at the bus stand. This is unacceptable.,Overcrowding
1340,No space to stand properly this morning near Kandy. Kindly look into this issue.,Overcrowding
1341,Passengers were packed tightly around 5 PM on Galle Road. Very disappointed.,Overcrowding
1342,Too many passengers inside the bus today. Very disappointed.,Overcrowding
1343,Passengers were packed tightly during peak hours near Pettah. This is unacceptable.,Overcrowding
1344,Passengers were packed tightly last night near Pettah. Very disappointed.,Overcrowding
1345,Passengers were packed tightly this morning near Kandy. Kindly look into this issue.,Overcrowding
1346,Too many passengers inside the bus last night near Pettah. Kindly look into this issue.,Overcrowding
1347,No space to stand properly at the bus stand,Overcrowding
1348,Very crowded during peak hours today near Kandy. This is unacceptable.,Overcrowding
1349,Bus was overcrowded in the evening near Colombo. Very disappointed.,Overcrowding
1350,Very crowded during peak hours during peak hours at the bus stand. This is unacceptable.,Overcrowding
1351,No space to stand properly today near Kandy. Very disappointed.,Overcrowding
1352,No space to stand properly last night near Colombo. Very disappointed.,Overcrowding
1353,Very crowded during peak hours during peak hours near Kandy. This is unacceptable.,Overcrowding
1354,Too many passengers inside the bus during peak hours near Kandy,Overcrowding
1355,Very crowded during peak hours today near Colombo,Overcrowding
1356,Passengers were packed tightly near Kandy. Very disappointed.,Overcrowding
1357,Too many passengers inside the bus at 8 AM near Kandy. Please take action.,Overcrowding
1358,No space to stand properly near Colombo. This is unacceptable.,Overcrowding
1359,Passengers were packed tightly at 8 AM. Very disappointed.,Overcrowding
1360,Passengers were packed tightly. Very disappointed.,Overcrowding
1361,Bus was overcrowded during peak hours near Pettah,Overcrowding
1362,Bus was overcrowded in the evening near Pettah. This is unacceptable.,Overcrowding
1363,Passengers were packed tightly at 8 AM. Very disappointed.,Overcrowding
1364,No space to stand properly in the evening at the bus stand. This is unacceptable.,Overcrowding
1365,Very crowded during peak hours around 5 PM at the bus stand. Very disappointed.,Overcrowding
1366,Very crowded during peak hours in the evening. This is unacceptable.,Overcrowding
1367,Too many passengers inside the bus last night near Kandy. Kindly look into this issue.,Overcrowding
1368,Bus was overcrowded in the evening near Kandy. Very disappointed.,Overcrowding
1369,Passengers were packed tightly during peak hours at the bus stand,Overcrowding
1370,Bus was overcrowded during peak hours near Kandy. Very disappointed.,Overcrowding
1371,Very crowded during peak hours this morning near Colombo. Very disappointed.,Overcrowding
1372,Bus was overcrowded this morning. Kindly look into this issue.,Overcrowding
1373,Passengers were packed tightly in the evening at the bus stand. Very disappointed.,Overcrowding
1374,Passengers were packed tightly near Colombo,Overcrowding
1375,Bus was overcrowded during peak hours near Kandy. Kindly look into this issue.,Overcrowding
1376,Bus was overcrowded last night on Galle Road,Overcrowding
1377,Bus was overcrowded around 5 PM at the bus stand,Overcrowding
1378,No space to stand properly in the evening. Please take action.,Overcrowding
1379,Passengers were packed tightly this morning near Pettah,Overcrowding
1380,No space to stand properly in the evening near Colombo. Kindly look into this issue.,Overcrowding
1381,Passengers were packed tightly. Kindly look into this issue.,Overcrowding
1382,Bus was overcrowded,Overcrowding
1383,Very crowded during peak hours in the evening near Colombo. Very disappointed.,Overcrowding
1384,No space to stand properly during peak hours near Pettah. Kindly look into this issue.,Overcrowding
1385,Passengers were packed tightly during peak hours near Pettah. Kindly look into this issue.,Overcrowding
1386,No space to stand properly around 5 PM. Kindly look into this issue.,Overcrowding
1387,Bus was overcrowded near Kandy. This is unacceptable.,Overcrowding
1388,Very crowded during peak hours,Overcrowding
1389,Too many passengers inside the bus today near Pettah. Please take action.,Overcrowding
1390,Too many passengers inside the bus this morning near Colombo. This is unacceptable.,Overcrowding
1391,Very crowded during peak hours at the bus stand. Please take action.,Overcrowding
1392,Very crowded during peak hours around 5 PM. Kindly look into this issue.,Overcrowding
1393,No space to stand properly this morning on Galle Road,Overcrowding
1394,No space to stand properly this morning near Pettah. This is unacceptable.,Overcrowding
1395,Very crowded during peak hours around 5 PM near Pettah. This is unacceptable.,Overcrowding
1396,Passengers were packed tightly this morning near Kandy. Very disappointed.,Overcrowding
1397,No space to stand properly around 5 PM at the bus stand. This is unacceptable.,Overcrowding
1398,Passengers were packed tightly last night on Galle Road. This is unacceptable.,Overcrowding
1399,Very crowded during peak hours on Galle Road. This is unacceptable.,Overcrowding
1400,No space to stand properly last night near Kandy. This is unacceptable.,Overcrowding
1401,Very crowded during peak hours this morning near Colombo,Overcrowding
1402,Passengers were packed tightly today near Pettah. Very disappointed.,Overcrowding
1403,Bus was overcrowded today near Pettah. This is unacceptable.,Overcrowding
1404,Too many passengers inside the bus this morning near Pettah. Very disappointed.,Overcrowding
1405,Too many passengers inside the bus near Pettah. Please take action.,Overcrowding
1406,Bus was overcrowded this morning. Kindly look into this issue.,Overcrowding
1407,Passengers were packed tightly in the evening near Kandy. Very disappointed.,Overcrowding
1408,Bus was overcrowded at 8 AM near Kandy,Overcrowding
1409,Very crowded during peak hours during peak hours,Overcrowding
1410,Very crowded during peak hours at 8 AM on Galle Road. Please take action.,Overcrowding
1411,Passengers were packed tightly today. Kindly look into this issue.,Overcrowding
1412,No space to stand properly today. Very disappointed.,Overcrowding
1413,Too many passengers inside the bus during peak hours near Colombo. Very disappointed.,Overcrowding
1414,Bus was overcrowded today at the bus stand. Very disappointed.,Overcrowding
1415,Passengers were packed tightly in the evening on Galle Road,Overcrowding
1416,Passengers were packed tightly on Galle Road. Please take action.,Overcrowding
1417,No space to stand properly around 5 PM. Kindly look into this issue.,Overcrowding
1418,Bus was overcrowded today near Pettah,Overcrowding
1419,Very crowded during peak hours at 8 AM near Kandy. Very disappointed.,Overcrowding
1420,Too many passengers inside the bus last night at the bus stand. This is unacceptable.,Overcrowding
1421,Too many passengers inside the bus during peak hours on Galle Road,Overcrowding
1422,Too many passengers inside the bus at 8 AM near Kandy. Please take action.,Overcrowding
1423,Too many passengers inside the bus today near Kandy,Overcrowding
1424,Passengers were packed tightly during peak hours near Colombo. Very disappointed.,Overcrowding
1425,Too many passengers inside the bus this morning on Galle Road,Overcrowding
1426,Bus was overcrowded. Very disappointed.,Overcrowding
1427,No space to stand properly at 8 AM near Kandy. This is unacceptable.,Overcrowding
1428,Passengers were packed tightly during peak hours. This is unacceptable.,Overcrowding
1429,Too many passengers inside the bus at 8 AM near Kandy. Please take action.,Overcrowding
1430,Bus was overcrowded around 5 PM. Very disappointed.,Overcrowding
1431,Very crowded during peak hours around 5 PM near Pettah. Very disappointed.,Overcrowding
1432,Too many passengers inside the bus around 5 PM at the bus stand. Very disappointed.,Overcrowding
1433,No space to stand properly today at the bus stand,Overcrowding
1434,Passengers were packed tightly last night near Colombo. Please take action.,Overcrowding
1435,Too many passengers inside the bus last night near Pettah. Very disappointed.,Overcrowding
1436,Too many passengers inside the bus last night near Colombo. This is unacceptable.,Overcrowding
1437,Very crowded during peak hours in the evening near Colombo. Very disappointed.,Overcrowding
1438,Passengers were packed tightly last night at the bus stand. Kindly look into this issue.,Overcrowding
1439,No space to stand properly during peak hours near Kandy. Very disappointed.,Overcrowding
1440,Passengers were packed tightly in the evening at the bus stand. Very disappointed.,Overcrowding
1441,Very crowded during peak hours today near Colombo. This is unacceptable.,Overcrowding
1442,Passengers were packed tightly last night on Galle Road. Please take action.,Overcrowding
1443,Passengers were packed tightly today on Galle Road. Very disappointed.,Overcrowding
1444,Very crowded during peak hours at 8 AM near Pettah. Very disappointed.,Overcrowding
1445,Too many passengers inside the bus last night near Pettah. Kindly look into this issue.,Overcrowding
1446,Too many passengers inside the bus last night near Kandy,Overcrowding
1447,Very crowded during peak hours at 8 AM near Kandy. Very disappointed.,Overcrowding
1448,Passengers were packed tightly today on Galle Road. This is unacceptable.,Overcrowding
1449,Bus was overcrowded around 5 PM on Galle Road. Very disappointed.,Overcrowding
1450,No space to stand properly this morning on Galle Road. Very disappointed.,Overcrowding
1451,Bus was overcrowded around 5 PM near Colombo,Overcrowding
1452,Passengers were packed tightly during peak hours on Galle Road. Kindly look into this issue.,Overcrowding
1453,Very crowded during peak hours during peak hours on Galle Road. Very disappointed.,Overcrowding
1454,Very crowded during peak hours this morning near Pettah. Very disappointed.,Overcrowding
1455,Passengers were packed tightly today on Galle Road,Overcrowding
1456,No space to stand properly at 8 AM near Colombo. Very disappointed.,Overcrowding
1457,Passengers were packed tightly this morning near Pettah. Kindly look into this issue.,Overcrowding
1458,No space to stand properly this morning near Colombo. This is unacceptable.,Overcrowding
1459,Too many passengers inside the bus during peak hours near Kandy. Very disappointed.,Overcrowding
1460,Too many passengers inside the bus this morning near Pettah. Kindly look into this issue.,Overcrowding
1461,Very crowded during peak hours around 5 PM near Pettah. Please take action.,Overcrowding
1462,No space to stand properly this morning on Galle Road. Kindly look into this issue.,Overcrowding
1463,Very crowded during peak hours at 8 AM on Galle Road. Please take action.,Overcrowding
1464,Bus was overcrowded in the evening at the bus stand. This is unacceptable.,Overcrowding
1465,Very crowded during peak hours last night on Galle Road. Very disappointed.,Overcrowding
1466,No space to stand properly today near Kandy. Please take action.,Overcrowding
1467,Passengers were packed tightly in the evening on Galle Road. Kindly look into this issue.,Overcrowding
1468,No space to stand properly this morning at the bus stand. Kindly look into this issue.,Overcrowding
1469,Bus was overcrowded last night on Galle Road,Overcrowding
1470,Too many passengers inside the bus during peak hours,Overcrowding
1471,Too many passengers inside the bus at 8 AM on Galle Road. Kindly look into this issue.,Overcrowding
1472,Passengers were packed tightly at 8 AM near Kandy,Overcrowding
1473,No space to stand properly during peak hours on Galle Road. Kindly look into this issue.,Overcrowding
1474,No space to stand properly in the evening on Galle Road,Overcrowding
1475,Bus was overcrowded in the evening on Galle Road. Kindly look into this issue.,Overcrowding
1476,No space to stand properly around 5 PM near Kandy,Overcrowding
1477,Too many passengers inside the bus during peak hours near Pettah. Please take action.,Overcrowding
1478,Very crowded during peak hours around 5 PM near Pettah. Please take action.,Overcrowding
1479,Too many passengers inside the bus in the evening at the bus stand,Overcrowding
1480,No space to stand properly today at the bus stand. Please take action.,Overcrowding
1481,Too many passengers inside the bus this morning at the bus stand. Kindly look into this issue.,Overcrowding
1482,Too many passengers inside the bus at 8 AM on Galle Road. Very disappointed.,Overcrowding
1483,Too many passengers inside the bus today at the bus stand. Please take action.,Overcrowding
1484,Very crowded during peak hours today near Pettah. Very disappointed.,Overcrowding
1485,Passengers were packed tightly around 5 PM near Colombo. Kindly look into this issue.,Overcrowding
1486,Very crowded during peak hours today. This is unacceptable.,Overcrowding
1487,No space to stand properly around 5 PM near Colombo. Kindly look into this issue.,Overcrowding
1488,Too many passengers inside the bus at the bus stand. Very disappointed.,Overcrowding
1489,No space to stand properly during peak hours near Pettah. This is unacceptable.,Overcrowding
1490,Very crowded during peak hours in the evening near Kandy,Overcrowding
1491,No space to stand properly this morning. Kindly look into this issue.,Overcrowding
1492,Very crowded during peak hours this morning. Very disappointed.,Overcrowding
1493,Very crowded during peak hours during peak hours on Galle Road. Please take action.,Overcrowding
1494,No space to stand properly today near Pettah. Please take action.,Overcrowding
1495,No space to stand properly at 8 AM on Galle Road. Please take action.,Overcrowding
1496,Passengers were packed tightly this morning near Colombo. Very disappointed.,Overcrowding
1497,Bus was overcrowded last night on Galle Road. Please take action.,Overcrowding
1498,Very crowded during peak hours today near Kandy. Please take action.,Overcrowding
1499,Bus was overcrowded today near Kandy,Overcrowding
1500,No space to stand properly at 8 AM at the bus stand. Kindly look into this issue.,Overcrowding
1501,Ticket machine was not working last night near Kandy. Very disappointed.,Ticketing Issue
1502,Did not receive proper ticket near Colombo. Kindly look into this issue.,Ticketing Issue
1503,Conductor gave wrong ticket on Galle Road. Please take action.,Ticketing Issue
1504,Did not receive proper ticket last night at the bus stand. This is unacceptable.,Ticketing Issue
1505,I was overcharged around 5 PM near Kandy. Very disappointed.,Ticketing Issue
1506,Conductor gave wrong ticket today near Pettah. Please take action.,Ticketing Issue
1507,Ticket price was incorrect today on Galle Road. Please take action.,Ticketing Issue
1508,Ticket price was incorrect at 8 AM on Galle Road. Please take action.,Ticketing Issue
1509,Conductor gave wrong ticket this morning on Galle Road. Kindly look into this issue.,Ticketing Issue
1510,I was overcharged during peak hours near Colombo. Kindly look into this issue.,Ticketing Issue
1511,Ticket price was incorrect during peak hours near Pettah. Kindly look into this issue.,Ticketing Issue
1512,Ticket price was incorrect at 8 AM. Please take action.,Ticketing Issue
1513,Conductor gave wrong ticket at 8 AM near Kandy. This is unacceptable.,Ticketing Issue
1514,Ticket machine was not working today at the bus stand. This is unacceptable.,Ticketing Issue
1515,I was overcharged on Galle Road. Kindly look into this issue.,Ticketing Issue
1516,Conductor gave wrong ticket during peak hours near Pettah. Kindly look into this issue.,Ticketing Issue
1517,Conductor gave wrong ticket in the evening. This is unacceptable.,Ticketing Issue
1518,Conductor gave wrong ticket during peak hours on Galle Road. Please take action.,Ticketing Issue
1519,Conductor gave wrong ticket in the evening on Galle Road. Please take action.,Ticketing Issue
1520,Ticket machine was not working today on Galle Road. Please take action.,Ticketing Issue
1521,Conductor gave wrong ticket near Colombo. Very disappointed.,Ticketing Issue
1522,Ticket price was incorrect around 5 PM on Galle Road. Kindly look into this issue.,Ticketing Issue
1523,Did not receive proper ticket during peak hours near Colombo. Very disappointed.,Ticketing Issue
1524,Did not receive proper ticket. This is unacceptable.,Ticketing Issue
1525,Did not receive proper ticket around 5 PM near Kandy. Please take action.,Ticketing Issue
1526,Ticket machine was not working during peak hours near Kandy. Very disappointed.,Ticketing Issue
1527,Did not receive proper ticket around 5 PM at the bus stand,Ticketing Issue
1528,Conductor gave wrong ticket in the evening,Ticketing Issue
1529,Ticket machine was not working during peak hours near Kandy,Ticketing Issue
1530,I was overcharged,Ticketing Issue
1531,I was overcharged around 5 PM at the bus stand. Kindly look into this issue.,Ticketing Issue
1532,Ticket machine was not working at the bus stand. This is unacceptable.,Ticketing Issue
1533,Ticket machine was not working at 8 AM at the bus stand. Please take action.,Ticketing Issue
1534,Ticket price was incorrect in the evening on Galle Road. This is unacceptable.,Ticketing Issue
1535,I was overcharged last night near Kandy. This is unacceptable.,Ticketing Issue
1536,Ticket machine was not working at 8 AM near Pettah. Kindly look into this issue.,Ticketing Issue
1537,Did not receive proper ticket during peak hours near Kandy. Very disappointed.,Ticketing Issue
1538,Conductor gave wrong ticket in the evening. Kindly look into this issue.,Ticketing Issue
1539,I was overcharged today,Ticketing Issue
1540,Ticket price was incorrect in the evening near Kandy. Kindly look into this issue.,Ticketing Issue
1541,Conductor gave wrong ticket today near Kandy,Ticketing Issue
1542,Ticket price was incorrect in the evening on Galle Road. Kindly look into this issue.,Ticketing Issue
1543,Ticket price was incorrect at 8 AM. Very disappointed.,Ticketing Issue
1544,Ticket price was incorrect last night near Kandy. This is unacceptable.,Ticketing Issue
1545,I was overcharged at 8 AM near Kandy. Please take action.,Ticketing Issue
1546,I was overcharged today. Please take action.,Ticketing Issue
1547,Did not receive proper ticket this morning near Colombo. This is unacceptable.,Ticketing Issue
1548,I was overcharged during peak hours on Galle Road. Please take action.,Ticketing Issue
1549,I was overcharged during peak hours near Pettah. This is unacceptable.,Ticketing Issue
1550,Ticket machine was not working during peak hours at the bus stand,Ticketing Issue
1551,I was overcharged at 8 AM. This is unacceptable.,Ticketing Issue
1552,Ticket price was incorrect at 8 AM near Pettah. Kindly look into this issue.,Ticketing Issue
1553,I was overcharged near Pettah. Very disappointed.,Ticketing Issue
1554,Conductor gave wrong ticket last night near Pettah. This is unacceptable.,Ticketing Issue
1555,I was overcharged around 5 PM near Colombo. Very disappointed.,Ticketing Issue
1556,Ticket price was incorrect around 5 PM. Please take action.,Ticketing Issue
1557,Ticket machine was not working in the evening on Galle Road. Kindly look into this issue.,Ticketing Issue
1558,I was overcharged last night on Galle Road. This is unacceptable.,Ticketing Issue
1559,Did not receive proper ticket in the evening near Pettah. Very disappointed.,Ticketing Issue
1560,Ticket machine was not working during peak hours at the bus stand. This is unacceptable.,Ticketing Issue
1561,I was overcharged around 5 PM. Very disappointed.,Ticketing Issue
1562,Ticket machine was not working today,Ticketing Issue
1563,Conductor gave wrong ticket this morning,Ticketing Issue
1564,Ticket price was incorrect at 8 AM at the bus stand. Please take action.,Ticketing Issue
1565,Did not receive proper ticket at the bus stand. This is unacceptable.,Ticketing Issue
1566,Conductor gave wrong ticket on Galle Road. Very disappointed.,Ticketing Issue
1567,Ticket price was incorrect during peak hours near Kandy. This is unacceptable.,Ticketing Issue
1568,Ticket machine was not working near Kandy. Very disappointed.,Ticketing Issue
1569,Conductor gave wrong ticket last night at the bus stand. This is unacceptable.,Ticketing Issue
1570,Conductor gave wrong ticket around 5 PM at the bus stand. This is unacceptable.,Ticketing Issue
1571,Ticket price was incorrect around 5 PM. Kindly look into this issue.,Ticketing Issue
1572,I was overcharged on Galle Road. This is unacceptable.,Ticketing Issue
1573,Did not receive proper ticket at 8 AM near Pettah. This is unacceptable.,Ticketing Issue
1574,Conductor gave wrong ticket at 8 AM near Colombo. This is unacceptable.,Ticketing Issue
1575,Conductor gave wrong ticket in the evening,Ticketing Issue
1576,Did not receive proper ticket in the evening near Pettah. This is unacceptable.,Ticketing Issue
1577,I was overcharged today on Galle Road. Kindly look into this issue.,Ticketing Issue
1578,Conductor gave wrong ticket today at the bus stand. This is unacceptable.,Ticketing Issue
1579,Ticket price was incorrect at 8 AM at the bus stand. Very disappointed.,Ticketing Issue
1580,I was overcharged this morning near Colombo,Ticketing Issue
1581,Ticket machine was not working around 5 PM near Pettah. This is unacceptable.,Ticketing Issue
1582,I was overcharged today near Kandy. Very disappointed.,Ticketing Issue
1583,Conductor gave wrong ticket last night. This is unacceptable.,Ticketing Issue
1584,Ticket price was incorrect last night at the bus stand. Kindly look into this issue.,Ticketing Issue
1585,Conductor gave wrong ticket at 8 AM. Kindly look into this issue.,Ticketing Issue
1586,Conductor gave wrong ticket at 8 AM near Colombo. Very disappointed.,Ticketing Issue
1587,Did not receive proper ticket today on Galle Road. This is unacceptable.,Ticketing Issue
1588,Ticket price was incorrect around 5 PM near Colombo. Very disappointed.,Ticketing Issue
1589,Ticket price was incorrect last night. This is unacceptable.,Ticketing Issue
1590,I was overcharged this morning. Very disappointed.,Ticketing Issue
1591,Ticket machine was not working around 5 PM. Very disappointed.,Ticketing Issue
1592,Ticket machine was not working during peak hours. Very disappointed.,Ticketing Issue
1593,Did not receive proper ticket this morning on Galle Road. This is unacceptable.,Ticketing Issue
1594,Conductor gave wrong ticket in the evening. This is unacceptable.,Ticketing Issue
1595,Did not receive proper ticket during peak hours near Colombo. Kindly look into this issue.,Ticketing Issue
1596,Ticket machine was not working at the bus stand. Please take action.,Ticketing Issue
1597,Did not receive proper ticket during peak hours near Colombo. This is unacceptable.,Ticketing Issue
1598,Ticket price was incorrect during peak hours. Please take action.,Ticketing Issue
1599,I was overcharged this morning near Colombo,Ticketing Issue
1600,Ticket price was incorrect at 8 AM on Galle Road. This is unacceptable.,Ticketing Issue
1601,Ticket price was incorrect last night at the bus stand. Kindly look into this issue.,Ticketing Issue
1602,I was overcharged this morning on Galle Road. Kindly look into this issue.,Ticketing Issue
1603,Did not receive proper ticket in the evening near Pettah. Kindly look into this issue.,Ticketing Issue
1604,Ticket price was incorrect during peak hours near Kandy,Ticketing Issue
1605,Conductor gave wrong ticket at 8 AM near Pettah,Ticketing Issue
1606,Did not receive proper ticket. Very disappointed.,Ticketing Issue
1607,I was overcharged last night near Pettah. Very disappointed.,Ticketing Issue
1608,Ticket machine was not working. Please take action.,Ticketing Issue
1609,Did not receive proper ticket near Pettah. Very disappointed.,Ticketing Issue
1610,Ticket machine was not working in the evening near Pettah. This is unacceptable.,Ticketing Issue
1611,I was overcharged last night on Galle Road,Ticketing Issue
1612,I was overcharged around 5 PM at the bus stand. Please take action.,Ticketing Issue
1613,Ticket price was incorrect today. Please take action.,Ticketing Issue
1614,Ticket price was incorrect this morning near Kandy. This is unacceptable.,Ticketing Issue
1615,Did not receive proper ticket near Colombo. Very disappointed.,Ticketing Issue
1616,Conductor gave wrong ticket today at the bus stand. Very disappointed.,Ticketing Issue
1617,Ticket machine was not working last night at the bus stand. This is unacceptable.,Ticketing Issue
1618,I was overcharged around 5 PM at the bus stand. This is unacceptable.,Ticketing Issue
1619,Conductor gave wrong ticket today on Galle Road. Kindly look into this issue.,Ticketing Issue
1620,Ticket price was incorrect around 5 PM near Colombo. This is unacceptable.,Ticketing Issue
1621,Ticket price was incorrect today near Kandy. This is unacceptable.,Ticketing Issue
1622,I was overcharged in the evening near Colombo. Please take action.,Ticketing Issue
1623,I was overcharged last night near Kandy. Kindly look into this issue.,Ticketing Issue
1624,Did not receive proper ticket during peak hours on Galle Road. Kindly look into this issue.,Ticketing Issue
1625,Did not receive proper ticket today. Kindly look into this issue.,Ticketing Issue
1626,Did not receive proper ticket today on Galle Road. Kindly look into this issue.,Ticketing Issue
1627,Did not receive proper ticket this morning on Galle Road. Please take action.,Ticketing Issue
1628,I was overcharged at 8 AM near Kandy. This is unacceptable.,Ticketing Issue
1629,Ticket machine was not working last night on Galle Road. This is unacceptable.,Ticketing Issue
1630,Conductor gave wrong ticket around 5 PM near Colombo. Please take action.,Ticketing Issue
1631,Ticket price was incorrect this morning at the bus stand. Please take action.,Ticketing Issue
1632,I was overcharged in the evening near Colombo. Kindly look into this issue.,Ticketing Issue
1633,Ticket machine was not working last night on Galle Road. Kindly look into this issue.,Ticketing Issue
1634,Ticket machine was not working near Kandy. Kindly look into this issue.,Ticketing Issue
1635,I was overcharged during peak hours near Pettah. This is unacceptable.,Ticketing Issue
1636,Did not receive proper ticket around 5 PM near Pettah. Please take action.,Ticketing Issue
1637,Conductor gave wrong ticket near Colombo,Ticketing Issue
